fname,fnum,cumulative_nv,cnv_change_6m,unit_nv,unit_nv_change,pnv_change_1m,npv_thisy,class,risk,founded_date,scale,management,manager,fee,mmin_amount,rank_1y
东海祥瑞A,002381,13.60%,4.51%,1.136,0.00%,1.70%,2.16%,债券型,中低风险,2016-03-24,5.09亿元（2019-12-31）,东海基金,祝鸿玲,0.08%,1000元起购,370 | 2105
华夏聚丰混合(FOF)C,005958,2.47%,0.65%,1.0247,-0.94%,-1.48%,-1.06%,混合-FOF,中高风险,2018-10-23,0.44亿元（2019-12-31）,华夏基金,郑铮,0.00%,100元起购,3059 | 3296
中欧天禧债券,001963,14.00%,2.43%,1.14,0.00%,0.89%,1.42%,债券型,中低风险,2015-12-14,16.41亿元（2019-12-31）,中欧基金,王慧杰,0.08%,100元起购,974 | 2105
华夏聚丰混合(FOF)A,005957,2.64%,0.67%,1.0264,-0.94%,-1.48%,-1.05%,混合-FOF,中高风险,2018-10-23,0.01亿元（2019-12-31）,华夏基金,郑铮,0.08%,100元起购,3057 | 3296
广发睿享稳健增利混合,007251,3.07%,3.13%,1.0307,-0.23%,1.67%,2.02%,混合型,中高风险,2019-08-21,27.15亿元（2019-12-31）,广发基金,傅友兴,0.15%,100元起购,1875 | 3302
万家新利灵活配置混合,519191,44.58%,2.91%,1.0334,-1.09%,1.96%,-5.99%,混合型,中高风险,2014-01-24,6.49亿元（2019-12-31）,万家基金,莫海波,0.06%,100元起购,3251 | 3302
长信利率C,519942,15.47%,1.29%,1.1482,0.07%,0.84%,0.93%,债券型,中低风险,2016-07-21,0.10亿元（2019-12-31）,长信基金,姜锡峰,0.00%,100元起购,1590 | 2105
易方达投资级信用债债券C,000206,46.28%,2.85%,1.15,0.09%,1.05%,1.68%,债券型,中低风险,2013-09-10,3.54亿元（2019-12-31）,易方达基金,王晓晨,0.00%,100元起购,655 | 2105
天弘增强回报债券C,007129,9.24%,7.93%,1.0924,-0.24%,2.82%,3.52%,债券型,中风险,2019-05-29,0.16亿元（2019-12-31）,天弘基金,姜晓丽,0.00%,100元起购,142 | 2105
易方达投资级信用债债券A,000205,48.11%,3.02%,1.152,0.00%,1.14%,1.67%,债券型,中低风险,2013-09-10,20.64亿元（2019-12-31）,易方达基金,王晓晨,0.08%,100元起购,659 | 2105
大成景安短融债券E,002086,16.53%,1.90%,1.2672,0.09%,0.58%,0.96%,债券型,中低风险,2016-01-12,3.61亿元（2019-12-31）,大成基金,欧阳亮,0.00%,100元起购,1559 | 2105
工银尊利中短债债券C,006741,3.80%,2.18%,1.038,0.03%,0.99%,1.40%,债券型,中低风险,2019-04-30,1.78亿元（2019-12-31）,工银瑞信基金,何秀红,0.00%,100元起购,1011 | 2105
银华永兴纯债债券(LOF)A,161823,42.98%,2.40%,1.154,0.00%,0.87%,1.32%,债券型,中低风险,2013-01-18,4.71亿元（2019-12-31）,银华基金,瞿灿,0.08%,100元起购,1107 | 2105
兴银朝阳债券,001794,19.66%,3.31%,1.0413,0.07%,1.10%,1.46%,债券型,中低风险,2015-12-07,5.22亿元（2019-12-31）,兴银基金,李文程,0.01%,100元起购,925 | 2105
长信利率A,519943,17.20%,1.49%,1.1609,0.07%,0.87%,0.99%,债券型,中低风险,2016-07-21,14.16亿元（2019-12-31）,长信基金,姜锡峰,0.06%,100元起购,1514 | 2105
交银信用添利债券(LOF),前端：,72.73%,2.52%,1.162,0.00%,1.04%,1.48%,债券型,中风险,2011-01-27,17.70亿元（2019-12-31）,交银施罗德基金,唐赟,0.08%,100元起购,891 | 2105
汇添富增强收益债券C,470078,60.37%,2.77%,1.164,0.09%,1.22%,1.65%,债券型,中风险,2009-09-15,0.46亿元（2019-12-31）,汇添富基金,陆文磊,0.00%,100元起购,685 | 2105
博时裕新纯债,002466,16.57%,2.30%,1.1059,0.03%,0.78%,1.13%,债券型,中低风险,2016-03-30,45.30亿元（2019-12-31）,博时基金,黄海峰,0.08%,100元起购,1342 | 2105
工银银和利混合,001722,16.40%,1.66%,1.164,0.00%,0.61%,0.87%,混合型,中高风险,2016-12-29,1.16亿元（2019-12-31）,工银瑞信基金,何秀红,0.15%,100元起购,2327 | 3302
中银证券中高等级债券A,004954,4.80%,2.27%,1.048,0.05%,0.77%,1.14%,债券型,中低风险,2019-01-25,13.13亿元（2019-12-31）,中银证券,王玉玺,0.08%,100元起购,1322 | 2105
中融睿祥纯债C,003072,14.89%,3.64%,1.1072,0.03%,1.35%,1.92%,债券型,中低风险,2017-08-24,0.00亿元（2019-12-31）,中融基金,王玥,0.00%,100元起购,480 | 2105
嘉实中证企业债指数A,160720,28.17%,1.23%,1.1661,0.04%,0.76%,1.08%,债券指数,中低风险,2013-02-05,0.09亿元（2019-12-31）,嘉实基金,曲扬,0.05%,100元起购,1435 | 1608
大成景安短融债券B,000129,39.51%,1.95%,1.2839,0.08%,0.58%,0.98%,债券型,中低风险,2013-05-24,5.72亿元（2019-12-31）,大成基金,欧阳亮,0.00%,10000000元起购,1533 | 2105
中银证券中高等级债券C,004955,5.11%,2.82%,1.0511,0.06%,0.77%,1.14%,债券型,中低风险,2019-01-25,0.10亿元（2019-12-31）,中银证券,王玉玺,0.00%,100元起购,1331 | 2105
泓德裕丰中短债债券A,006606,5.61%,2.15%,1.0561,0.03%,0.76%,1.10%,债券型,中低风险,2018-12-12,6.31亿元（2019-12-31）,泓德基金,李倩,0.04%,100元起购,1376 | 2105
鹏华丰泽债券(LOF),160618,80.40%,2.35%,1.3513,0.03%,1.00%,1.42%,债券型,中低风险,2011-12-08,38.52亿元（2019-12-31）,鹏华基金,祝松,0.00%,100元起购,983 | 2105
嘉实中证企业债指数C,160721,28.56%,2.22%,1.1748,0.04%,0.73%,1.04%,债券指数,中低风险,2013-02-05,0.04亿元（2019-12-31）,嘉实基金,曲扬,0.00%,100元起购,1309 | 1608
中信保诚稳利债券C,003130,13.56%,2.88%,1.0605,0.02%,1.16%,1.65%,债券型,中低风险,2016-08-04,0.00亿元（2019-12-31）,中信保诚基金,宋海娟,0.00%,10元起购,686 | 2105
信达澳银新起点定期开放混合C,006462,23.65%,4.13%,1.2365,-0.16%,-0.73%,-2.31%,混合型,中高风险,2018-10-08,1.41亿元（2019-12-31）,信达澳银基金,王咏辉,0.00%,100元起购,2983 | 3302
融通通优债券,003146,13.34%,2.08%,1.0601,0.06%,0.73%,0.95%,债券型,中低风险,2016-08-09,14.25亿元（2019-12-31）,融通基金,王超,0.08%,100元起购,1564 | 2105
博时裕康纯债债券,002206,14.49%,2.54%,1.0637,0.03%,0.99%,1.37%,债券型,中低风险,2015-12-03,10.60亿元（2019-12-31）,博时基金,陈黎,0.08%,100元起购,1045 | 2105
平安如意中短债A,007017,6.29%,3.30%,1.0629,0.03%,1.06%,1.56%,债券型,中低风险,2019-04-03,56.74亿元（2019-12-31）,平安基金,张文平,0.03%,100元起购,799 | 2105
泓德裕和纯债债券C,002737,18.40%,2.96%,1.184,0.08%,1.11%,1.63%,债券型,中低风险,2016-11-11,0.04亿元（2019-12-31）,泓德基金,李倩,0.00%,100元起购,710 | 2105
汇丰晋信平稳增利债券C,541005,34.75%,1.66%,1.1306,0.06%,0.70%,1.14%,债券型,中风险,2011-06-07,0.13亿元（2019-12-31）,汇丰晋信基金,蔡若林,0.00%,100元起购,1330 | 2105
博时智臻纯债债券,003210,15.48%,2.38%,1.0744,0.04%,0.80%,1.15%,债券型,中低风险,2016-08-30,10.60亿元（2019-12-31）,博时基金,程卓,0.08%,100元起购,1311 | 2105
大成景安短融债券A,000128,36.68%,1.81%,1.2562,0.09%,0.56%,0.93%,债券型,中低风险,2013-05-24,27.47亿元（2019-12-31）,大成基金,欧阳亮,0.00%,100元起购,1588 | 2105
博时裕荣纯债债券,001961,19.48%,2.55%,1.0774,0.06%,1.12%,1.31%,债券型,中低风险,2015-11-06,35.36亿元（2019-12-31）,博时基金,陈凯杨,0.08%,100元起购,1121 | 2105
泓德裕和纯债债券A,002736,19.90%,3.10%,1.199,0.00%,1.10%,1.61%,债券型,中低风险,2016-11-11,27.14亿元（2019-12-31）,泓德基金,李倩,0.08%,100元起购,726 | 2105
广发纯债债券A,270048,47.93%,2.03%,1.204,0.00%,1.35%,2.03%,债券型,中低风险,2012-12-12,4.39亿元（2019-12-31）,广发基金,张芊,0.08%,10元起购,424 | 2105
汇添富增强收益债券A,519078,81.70%,2.93%,1.205,0.00%,1.26%,1.68%,债券型,中风险,2008-03-06,4.58亿元（2019-12-31）,汇添富基金,陆文磊,0.08%,100元起购,653 | 2105
信达澳银新起点定期开放混合A,005179,26.47%,4.26%,1.2647,-0.17%,-0.71%,-2.28%,混合型,中高风险,2018-05-04,0.08亿元（2019-12-31）,信达澳银基金,王咏辉,0.15%,100元起购,2980 | 3302
国投瑞银恒泽中短债C,006553,5.59%,2.16%,1.0235,0.02%,0.82%,1.15%,债券型,中低风险,2018-12-19,8.96亿元（2019-12-31）,国投瑞银基金,李达夫,0.00%,100元起购,1314 | 2105
中银中债1-3年期农发行债,007335,3.22%,2.29%,1.0261,0.04%,0.78%,0.92%,债券指数,中低风险,2019-06-17,10.98亿元（2019-12-31）,中银基金,郑涛,0.04%,100元起购,-- | 1608
华富恒欣纯债债券A,006636,2.74%,1.87%,1.0275,0.07%,0.62%,0.98%,债券型,中低风险,2019-05-06,0.60亿元（2019-12-31）,华富基金,姚姣姣,0.06%,100元起购,1521 | 2105
国投瑞银恒泽中短债A,005725,6.05%,2.34%,1.0281,0.02%,0.85%,1.21%,债券型,中低风险,2018-12-19,22.03亿元（2019-12-31）,国投瑞银基金,李达夫,0.035%,100元起购,1232 | 2105
华泰柏瑞稳本增利债券A,519519,66.93%,2.63%,1.0985,0.01%,1.07%,1.56%,债券型,中风险,2006-04-13,0.45亿元（2019-12-31）,华泰柏瑞基金,陈东,0.08%,100元起购,791 | 2105
信诚稳健债券A,003226,15.33%,2.78%,1.0398,0.03%,0.88%,1.30%,债券型,中低风险,2016-09-02,10.26亿元（2019-12-31）,中信保诚基金,宋海娟,0.08%,10元起购,1133 | 2105
鹏华丰达债券,003209,7.84%,2.28%,1.0412,0.03%,0.87%,1.29%,债券型,中低风险,2016-08-30,15.40亿元（2019-12-31）,鹏华基金,邓明明,0.08%,100元起购,1135 | 2105
信诚稳健债券C,003227,15.65%,2.76%,1.0442,0.03%,0.87%,1.28%,债券型,中低风险,2016-09-02,0.00亿元（2019-12-31）,中信保诚基金,宋海娟,0.00%,10元起购,1149 | 2105
鹏华丰茂债券,002868,13.18%,2.36%,1.0454,0.03%,0.85%,1.26%,债券型,中低风险,2016-06-28,10.20亿元（2019-12-31）,鹏华基金,邓明明,0.08%,100元起购,1179 | 2105
广发稳健养老(FOF),006298,9.93%,5.42%,1.0498,-0.44%,1.19%,1.58%,混合-FOF,中高风险,2018-12-25,3.78亿元（2019-12-31）,广发基金,陆靖昶,0.12%,100元起购,2437 | 3296
华泰紫金丰泰纯债发起A,007117,5.29%,3.13%,1.0529,0.03%,0.74%,1.11%,债券型,中低风险,2019-05-30,17.27亿元（2019-12-31）,华泰证券(上海),李博良,0.50%,100元起购,1357 | 2105
平安添利债券A,700005,59.82%,3.08%,1.3632,0.03%,1.06%,1.45%,债券型,中低风险,2012-11-27,26.56亿元（2019-12-31）,平安基金,WANG AO(汪澳),0.08%,100元起购,942 | 2105
浦银安盛中短债C,006437,5.67%,2.30%,1.0567,0.04%,0.94%,1.21%,债券型,中低风险,2018-10-25,0.06亿元（2019-12-31）,浦银安盛基金,刘大巍,0.00%,100元起购,1236 | 2105
浦银安盛中短债A,006436,5.95%,2.41%,1.0595,0.03%,0.95%,1.24%,债券型,中低风险,2018-10-25,0.33亿元（2019-12-31）,浦银安盛基金,刘大巍,0.04%,100元起购,1199 | 2105
平安如意中短债E,007019,5.96%,3.13%,1.0596,0.03%,1.03%,1.50%,债券型,中低风险,2019-04-03,48.27亿元（2019-12-31）,平安基金,张文平,0.00%,100元起购,865 | 2105
平安如意中短债C,007018,6.18%,3.26%,1.0618,0.03%,1.05%,1.53%,债券型,中低风险,2019-04-03,0.54亿元（2019-12-31）,平安基金,张文平,0.00%,5000000元起购,835 | 2105
招商招坤纯债A,003265,14.45%,2.87%,1.1258,0.04%,1.09%,1.61%,债券型,中低风险,2016-10-18,3.22亿元（2019-12-31）,招商基金,康晶,0.08%,100元起购,731 | 2105
招商鑫悦中短债C,006630,6.63%,2.81%,1.0663,0.04%,0.82%,1.28%,债券型,中低风险,2018-11-30,17.40亿元（2019-12-31）,招商基金,刘万锋,0.00%,10元起购,1146 | 2105
招商鑫悦中短债A,006629,6.83%,2.90%,1.0683,0.04%,0.84%,1.32%,债券型,中低风险,2018-11-30,2.76亿元（2019-12-31）,招商基金,刘万锋,0.05%,10元起购,1103 | 2105
华泰柏瑞稳本增利债券B,460003,55.53%,2.48%,1.0693,0.01%,1.04%,1.51%,债券型,中风险,2007-12-03,0.11亿元（2019-12-31）,华泰柏瑞基金,陈东,0.00%,100元起购,860 | 2105
光大岁末红利纯债C,000490,24.25%,2.97%,1.0764,0.03%,1.30%,1.85%,债券型,中低风险,2014-08-12,0.01亿元（2019-12-31）,光大保德信基金,周华,0.00%,100元起购,524 | 2105
光大岁末红利纯债A,000489,27.16%,3.11%,1.0773,0.03%,1.30%,1.86%,债券型,中低风险,2014-08-12,10.31亿元（2019-12-31）,光大保德信基金,周华,0.08%,100元起购,511 | 2105
信达澳银安益纯债,004838,8.42%,2.12%,1.0141,0.04%,0.73%,0.93%,债券型,中低风险,2018-03-06,30.96亿元（2019-12-31）,信达澳银基金,孔学峰,0.08%,100元起购,1598 | 2105
招商安心收益债券C,217011,109.99%,3.21%,1.5864,0.01%,1.07%,1.54%,债券型,中风险,2008-10-22,73.20亿元（2019-12-31）,招商基金,马龙,0.00%,100元起购,829 | 2105
华富恒欣纯债债券C,006637,1.78%,1.67%,1.0179,0.07%,0.58%,0.91%,债券型,中低风险,2019-05-06,0.00亿元（2019-12-31）,华富基金,姚姣姣,0.00%,100元起购,1623 | 2105
博时富宁纯债债券,003162,14.53%,2.30%,1.0196,0.02%,0.75%,1.08%,债券型,中低风险,2016-08-17,31.49亿元（2019-12-31）,博时基金,程卓,0.08%,100元起购,1402 | 2105
万家1-3年政金债纯债C,003521,13.52%,2.38%,1.0231,0.05%,0.87%,1.14%,债券型,中低风险,2016-11-25,0.00亿元（2019-12-31）,万家基金,周潜玮,0.00%,100元起购,1325 | 2105
博时富嘉纯债债券,004168,13.83%,2.29%,1.0872,0.05%,0.79%,1.10%,债券型,中低风险,2017-01-20,5.39亿元（2019-12-31）,博时基金,程卓,0.08%,100元起购,1383 | 2105
兴全稳泰债券A,003949,16.26%,2.54%,1.0242,0.02%,0.80%,1.17%,债券型,中低风险,2016-12-16,47.49亿元（2019-12-31）,兴全基金,王帅,0.06%,100元起购,1288 | 2105
万家1-3年政金债纯债A,003520,13.32%,2.47%,1.0243,0.04%,0.88%,1.17%,债券型,中低风险,2016-11-25,25.08亿元（2019-12-31）,万家基金,周潜玮,0.08%,100元起购,1289 | 2105
景顺长城优信增利债券A,261002,48.91%,2.15%,1.4751,0.07%,0.81%,0.89%,债券型,中低风险,2012-03-15,0.05亿元（2019-12-31）,景顺长城基金,何江波,0.08%,1000元起购,1657 | 2105
永赢稳益债券,002169,16.27%,2.57%,1.0906,0.02%,1.05%,1.48%,债券型,中低风险,2015-12-02,27.36亿元（2019-12-31）,永赢基金,章成,0.09%,100元起购,898 | 2105
浙商惠享纯债,002909,15.65%,2.08%,1.0293,0.05%,0.82%,1.14%,债券型,中低风险,2016-06-20,37.22亿元（2019-12-31）,浙商基金,周锦程,0.08%,100元起购,1320 | 2105
招商招坤纯债C,003266,12.84%,2.65%,1.1097,0.04%,1.04%,1.53%,债券型,中低风险,2016-10-18,0.01亿元（2019-12-31）,招商基金,康晶,0.00%,100元起购,839 | 2105
东方红益鑫纯债C,003669,14.32%,1.42%,1.0438,0.01%,0.49%,0.71%,债券型,中低风险,2016-11-28,6.05亿元（2019-12-31）,上海东方证券资产管理,纪文静,0.00%,100元起购,1816 | 2105
景顺长城优信增利债券C,261102,45.81%,1.93%,1.4443,0.08%,0.77%,0.83%,债券型,中低风险,2012-03-15,0.03亿元（2019-12-31）,景顺长城基金,何江波,0.00%,100元起购,1722 | 2105
华泰紫金丰泰纯债发起C,007118,5.03%,2.95%,1.0503,0.03%,0.70%,1.06%,债券型,中低风险,2019-05-30,40.68亿元（2019-12-31）,华泰证券(上海),李博良,0.00%,100元起购,1428 | 2105
泓德裕丰中短债债券C,006607,5.10%,1.94%,1.051,0.02%,0.72%,1.03%,债券型,中低风险,2018-12-12,0.42亿元（2019-12-31）,泓德基金,李倩,0.00%,100元起购,1466 | 2105
招商双债增强债券(LOF)C,161716,53.31%,4.03%,1.315,-0.08%,1.54%,2.18%,债券型,中低风险,2013-03-01,44.14亿元（2019-12-31）,招商基金,刘万锋,0.08%,100元起购,359 | 2105
中融盈泽债券C,003010,29.51%,3.17%,1.1892,0.03%,1.15%,1.63%,债券型,中风险,2017-03-27,0.63亿元（2019-12-31）,中融基金,王玥,0.00%,100元起购,708 | 2105
平安添利债券C,700006,54.78%,2.88%,1.3225,0.02%,1.02%,1.38%,债券型,中低风险,2012-11-27,13.63亿元（2019-12-31）,平安基金,WANG AO(汪澳),0.00%,100元起购,1036 | 2105
东方红益鑫纯债A,003668,15.76%,1.61%,1.0578,0.01%,0.52%,0.77%,债券型,中低风险,2016-11-28,10.80亿元（2019-12-31）,上海东方证券资产管理,纪文静,0.70%,100元起购,1772 | 2105
中融盈泽债券A,003009,29.95%,3.28%,1.1933,0.03%,1.17%,1.68%,债券型,中风险,2017-03-27,0.50亿元（2019-12-31）,中融基金,王玥,0.08%,100元起购,652 | 2105
人保鑫瑞中短债债券A,006073,6.34%,2.00%,1.0634,0.03%,0.62%,0.92%,债券型,中低风险,2018-08-30,2.28亿元（2019-12-31）,人保资产,张玮,0.04%,100元起购,1610 | 2105
浙商惠裕纯债,003549,11.90%,2.92%,1.0715,0.04%,0.93%,1.31%,债券型,中低风险,2016-11-07,16.16亿元（2019-12-31）,浙商基金,周锦程,0.08%,100元起购,1112 | 2105
诺安联创顺鑫A,005448,24.76%,20.22%,1.2087,0.02%,0.57%,0.73%,债券型,中低风险,2018-05-17,0.73亿元（2019-12-31）,诺安基金,周建树,0.06%,100元起购,1803 | 2105
广发中债1-3年农发债指数C,005624,12.71%,2.25%,1.0745,0.05%,0.67%,0.86%,债券指数,中低风险,2018-04-24,0.12亿元（2019-12-31）,广发基金,李伟,0.00%,100元起购,1307 | 1608
万家精选混合,519185,153.37%,2.12%,1.0858,-1.35%,1.83%,-6.82%,混合型,中高风险,2009-05-18,17.56亿元（2019-12-31）,万家基金,莫海波,0.15%,100元起购,3277 | 3302
南方1-3年国开债C,006492,5.32%,2.36%,1.0256,0.04%,0.76%,0.97%,债券指数,中低风险,2018-11-08,0.20亿元（2019-12-31）,南方基金,夏晨曦,0.00%,100元起购,1246 | 1608
南方1-3年国开债A,006491,5.50%,2.41%,1.0274,0.04%,0.77%,0.99%,债券指数,中低风险,2018-11-08,233.50亿元（2019-12-31）,南方基金,夏晨曦,0.06%,100元起购,1192 | 1608
博时悦楚纯债,003268,10.57%,2.67%,1.0282,0.04%,0.83%,1.14%,债券型,中低风险,2016-09-09,15.55亿元（2019-12-31）,博时基金,程卓,0.08%,100元起购,1318 | 2105
嘉实汇达中短债债券C,007320,3.11%,2.25%,1.0311,0.03%,0.87%,1.28%,债券型,中低风险,2019-06-05,0.18亿元（2019-12-31）,嘉实基金,李金灿,0.00%,100元起购,1158 | 2105
嘉实汇达中短债债券A,007319,3.30%,2.36%,1.033,0.03%,0.90%,1.31%,债券型,中低风险,2019-06-05,11.31亿元（2019-12-31）,嘉实基金,李金灿,0.04%,100元起购,1113 | 2105
国金惠鑫短债债券A,006734,3.37%,1.89%,1.0337,0.02%,0.78%,1.05%,债券型,中低风险,2019-03-28,2.17亿元（2019-12-31）,国金基金,徐艳芳,0.035%,100元起购,1441 | 2105
鑫元鸿利债券,000694,37.11%,2.47%,1.3193,0.04%,0.83%,1.23%,债券型,中低风险,2014-06-26,8.36亿元（2019-12-31）,鑫元基金,王美芹,0.06%,100元起购,1215 | 2105
国寿安保尊荣中短债债券A,006773,4.60%,2.10%,1.046,0.03%,0.64%,0.95%,债券型,中低风险,2019-01-25,15.20亿元（2019-12-31）,国寿安保基金,黄力,0.04%,100元起购,1574 | 2105
泰康安惠纯债债券A,003078,15.86%,2.41%,1.0481,0.03%,0.75%,1.17%,债券型,中低风险,2016-12-26,37.98亿元（2019-12-31）,泰康资产,任翀,0.08%,100元起购,1285 | 2105
华宝中短债债券A,006947,4.87%,2.52%,1.0487,0.02%,0.81%,1.27%,债券型,中低风险,2019-03-15,3.04亿元（2019-12-31）,华宝基金,高文庆,0.04%,100元起购,1164 | 2105
鹏华丰恒债券,003280,14.09%,3.32%,1.1199,0.03%,0.98%,1.46%,债券型,中低风险,2016-09-22,8.44亿元（2019-12-31）,鹏华基金,方昶,0.08%,100元起购,929 | 2105
博时富瑞纯债债券A,004200,18.04%,3.57%,1.0502,0.01%,0.98%,1.54%,债券型,中低风险,2017-03-03,7.61亿元（2019-12-31）,博时基金,倪玉娟,0.08%,100元起购,827 | 2105
上投摩根丰瑞债券A,005366,11.59%,2.46%,1.0499,0.07%,0.82%,1.11%,债券型,中低风险,2017-11-27,22.21亿元（2019-12-31）,上投摩根基金,聂曙光,0.08%,100元起购,1369 | 2105
上投摩根丰瑞债券C,005367,11.83%,2.41%,1.0503,0.07%,0.81%,1.10%,债券型,中低风险,2017-11-27,0.00亿元（2019-12-31）,上投摩根基金,聂曙光,0.00%,100元起购,1383 | 2105
鹏华弘泰A,206001,530.46%,1.87%,1.1234,0.03%,0.65%,0.91%,混合型,中高风险,2002-05-24,2.26亿元（2019-12-31）,鹏华基金,叶朝明,0.15%,100元起购,2317 | 3302
方正富邦富利纯债A,006731,7.82%,1.66%,1.0579,0.05%,0.75%,0.90%,债券型,中低风险,2018-12-05,13.48亿元（2019-12-31）,方正富邦基金,程同朦,0.08%,100元起购,1645 | 2105
人保鑫瑞中短债债券C,006074,5.98%,1.88%,1.0598,0.02%,0.60%,0.88%,债券型,中低风险,2018-08-30,5.63亿元（2019-12-31）,人保资产,张玮,0.00%,100元起购,1675 | 2105
东吴悦秀C,005574,9.25%,1.76%,1.0609,0.03%,0.71%,0.92%,债券型,中低风险,2018-04-23,0.00亿元（2019-12-31）,东吴基金,邵笛,0.00%,3000000元起购,1606 | 2105
海富通瑞利债券,519226,13.65%,2.04%,1.0696,0.02%,0.62%,0.98%,债券型,中低风险,2017-02-16,33.99亿元（2019-12-31）,海富通基金,陈轶平,0.08%,100元起购,1522 | 2105
博时裕达纯债债券,002198,19.27%,2.89%,1.0708,0.05%,0.86%,1.24%,债券型,中低风险,2015-12-03,15.85亿元（2019-12-31）,博时基金,陈黎,0.08%,100元起购,1202 | 2105
鹏华弘泰C,001775,14.83%,1.77%,1.1483,0.03%,0.63%,0.88%,混合型,中高风险,2015-08-14,3.70亿元（2019-12-31）,鹏华基金,叶朝明,0.00%,100元起购,2324 | 3302
中加瑞盈债券,002440,14.99%,2.11%,1.1499,-0.04%,0.01%,-0.38%,债券型,中风险,2016-03-23,0.26亿元（2019-12-31）,中加基金,杨宇俊,0.08%,100元起购,2074 | 2105
招商产业债券C,001868,25.98%,3.21%,1.445,0.00%,1.05%,1.47%,债券型,中风险,2015-09-28,19.22亿元（2019-12-31）,招商基金,马龙,0.00%,100元起购,908 | 2105
嘉实中债1-3政金债指数A,007021,3.44%,2.20%,1.0119,0.05%,0.72%,0.96%,债券指数,中低风险,2019-04-25,39.00亿元（2019-12-31）,嘉实基金,王亚洲,0.05%,100元起购,-- | 1608
嘉实中债1-3政金债指数C,007022,3.22%,2.15%,1.0118,0.05%,0.72%,0.94%,债券指数,中低风险,2019-04-25,0.02亿元（2019-12-31）,嘉实基金,王亚洲,0.00%,100元起购,-- | 1608
浙商惠南纯债债券,003314,14.50%,2.02%,1.0162,0.02%,0.66%,0.99%,债券型,中低风险,2016-11-17,20.72亿元（2019-12-31）,浙商基金,刘爱民,0.08%,100元起购,1519 | 2105
兴业中债1-3年政金债C,007495,2.84%,2.29%,1.1621,0.03%,0.83%,1.01%,债券指数,中低风险,2019-05-27,5.07亿元（2019-12-31）,兴业基金,唐丁祥,0.00%,100元起购,-- | 1608
融通通玺债券,003674,14.30%,2.08%,1.0207,0.02%,0.67%,1.05%,债券型,中低风险,2016-12-22,10.24亿元（2019-12-31）,融通基金,朱浩然,0.80%,100元起购,1439 | 2105
兴业中债1-3年政金债A,002659,16.91%,2.35%,1.1691,0.03%,0.85%,1.03%,债券指数,中低风险,2016-06-30,19.22亿元（2019-12-31）,兴业基金,唐丁祥,0.05%,100元起购,1230 | 1608
中银中债1-3年期国开债指数,007035,4.12%,2.40%,1.0252,0.04%,0.84%,0.98%,债券指数,中低风险,2019-03-21,184.67亿元（2019-12-31）,中银基金,田原,0.05%,100元起购,-- | 1608
金鹰添瑞中短债A,005010,11.78%,2.08%,1.028,0.03%,0.66%,0.95%,债券型,中低风险,2017-09-15,11.89亿元（2019-12-31）,金鹰基金,戴骏,0.04%,100元起购,1569 | 2105
长安泓润纯债债券A,005345,10.44%,3.15%,1.1044,0.05%,0.87%,1.32%,债券型,中低风险,2018-06-06,1.67亿元（2019-12-31）,长安基金,刘兴旺,0.08%,100元起购,1100 | 2105
国金惠鑫短债债券C,006735,3.12%,1.76%,1.0312,0.01%,0.74%,1.00%,债券型,中低风险,2019-03-28,0.05亿元（2019-12-31）,国金基金,徐艳芳,0.00%,100元起购,1501 | 2105
广发中债1-3年农发债指数A,005623,8.84%,2.29%,1.0401,0.04%,0.67%,0.87%,债券指数,中低风险,2018-04-24,76.49亿元（2019-12-31）,广发基金,李伟,0.05%,100元起购,1269 | 1608
长信易进混合A,003126,11.41%,1.69%,1.1141,0.04%,0.62%,0.94%,混合型,中高风险,2016-12-23,0.00亿元（2019-12-31）,长信基金,陆莹,0.08%,100元起购,2302 | 3302
国投瑞银顺达纯债债券,005864,8.75%,2.04%,1.0431,0.05%,0.61%,0.78%,债券型,中低风险,2018-06-07,17.13亿元（2019-12-31）,国投瑞银基金,李达夫,0.08%,100元起购,1762 | 2105
国寿安保尊荣中短债债券C,006774,4.27%,1.96%,1.0427,0.03%,0.61%,0.90%,债券型,中低风险,2019-01-25,11.44亿元（2019-12-31）,国寿安保基金,黄力,0.00%,100元起购,1640 | 2105
泰康安惠纯债债券C,006865,4.61%,2.25%,1.0446,0.02%,0.71%,1.11%,债券型,中低风险,2019-01-18,1.19亿元（2019-12-31）,泰康资产,任翀,0.00%,100元起购,1358 | 2105
华宝中短债债券C,006948,4.47%,2.31%,1.0447,0.02%,0.76%,1.21%,债券型,中低风险,2019-03-15,0.84亿元（2019-12-31）,华宝基金,高文庆,0.00%,100元起购,1231 | 2105
嘉实中短债债券A,006797,4.81%,2.44%,1.0481,0.02%,1.02%,1.57%,债券型,中低风险,2019-01-24,1.68亿元（2019-12-31）,嘉实基金,李曈,0.04%,100元起购,780 | 2105
前海开源鼎康债券C,006091,5.00%,1.38%,1.05,0.04%,0.40%,0.60%,债券型,中风险,2018-08-02,0.42亿元（2019-12-31）,前海开源基金,李炳智,0.00%,100元起购,1895 | 2105
国富天颐混合A,005652,12.43%,5.86%,1.0513,-0.24%,2.08%,2.35%,混合型,中高风险,2018-03-27,3.58亿元（2019-12-31）,国海富兰克林基金,刘晓,0.12%,100元起购,1758 | 3302
